trial,attempt,success,planning_time_sec,path_length,smoothness,total_cost
0,0,1,2.5250,10.675,0.001,10.676
0,1,1,13.3808,3.376,0.001,3.377
0,2,1,17.3001,6.035,0.001,6.035
0,3,1,3.8250,8.366,0.001,8.367
0,4,1,2.6312,6.435,0.000,6.435
0,5,1,24.7179,7.395,0.001,7.396
