trial,attempt,success,planning_time_sec,path_length,smoothness,total_cost
0,0,0,30.0137,0.000,0.000,999.000
0,1,0,30.0094,0.000,0.000,999.000
0,2,0,30.0151,0.000,0.000,999.000
0,3,0,30.0147,0.000,0.000,999.000
0,4,0,30.0095,0.000,0.000,999.000
0,5,0,30.0084,0.000,0.000,999.000
