trial,attempt,success,planning_time_sec,path_length,smoothness,total_cost
0,0,1,0.4593,2.054,0.000,2.054
0,1,1,0.0875,2.054,0.000,2.054
0,2,1,0.3089,2.055,0.000,2.055
0,3,1,0.1558,2.057,0.000,2.057
0,4,1,0.0505,2.053,0.000,2.053
0,5,1,0.1774,2.052,0.000,2.052
