trial,attempt,success,planning_time_sec,path_length,smoothness,total_cost
0,0,1,0.3649,2.052,0.000,2.052
0,1,1,0.1193,2.052,0.000,2.052
0,2,1,0.1113,2.052,0.000,2.052
0,3,1,0.0448,2.053,0.000,2.053
0,4,1,0.0719,2.056,0.000,2.056
0,5,1,0.0812,2.054,0.000,2.054
